"","gtdb_f","f_spor","newgtdb_Domain","newgtdb_Phylum","newgtdb_Class","newgtdb_Order","newgtdb_Genus"
"342","2-02-FULL-39-32","FALSE","Bacteria","Elusimicrobiota","Elusimicrobia","2-02-FULL-39-32","JAHFBY01"
"343","2-02-FULL-39-32","FALSE","Bacteria","Elusimicrobiota","Elusimicrobia","2-02-FULL-39-32","JAHFCA01"
"344","2-02-FULL-39-32","FALSE","Bacteria","Elusimicrobiota","Elusimicrobia","2-02-FULL-39-32","JANLTE01"
"345","2-02-FULL-40-11","FALSE","Bacteria","Bdellovibrionota","JACOXK01","2-02-FULL-40-11","2-02-FULL-38-15-A"
"346","2-02-FULL-40-11","FALSE","Bacteria","Bdellovibrionota","JACOXK01","2-02-FULL-40-11","2-02-FULL-40-11"
"347","2-02-FULL-40-11","FALSE","Bacteria","Bdellovibrionota","JACOXK01","2-02-FULL-40-11","JACPST01"
"350","2-02-FULL-40-11","FALSE","Bacteria","Bdellovibrionota","JACOXK01","2-02-FULL-40-11","JACQJD01"
"351","2-02-FULL-40-12","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","2-02-FULL-40-12","2-02-FULL-40-12"
"353","2-02-FULL-40-12","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","2-02-FULL-40-12","JACPLU01"
"354","2-02-FULL-40-12","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","2-02-FULL-40-12","JBBTQD01"
"356","2-02-FULL-40-12","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","2-02-FULL-40-12","JBBTUA01"
"357","2-02-FULL-43-11","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","UBA9973","2-02-FULL-43-11"
"359","2-02-FULL-44-16","FALSE","Bacteria","UBA10199","UBA10199","2-02-FULL-44-16","1-14-0-20-42-23"
"360","2-02-FULL-44-16","FALSE","Bacteria","UBA10199","UBA10199","2-02-FULL-44-16","2-02-FULL-44-16"
"361","2-02-FULL-44-16","FALSE","Bacteria","UBA10199","UBA10199","2-02-FULL-44-16","JACQMA01"
"362","2-02-FULL-44-16","FALSE","Bacteria","UBA10199","UBA10199","2-02-FULL-44-16","JACQOX01"
"363","2-02-FULL-46-11","FALSE","Bacteria","Patescibacteriota","Doudnabacteria","UBA920","2-02-FULL-46-11"
"364","2-02-FULL-48-12","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","Ryanbacterales","02-FULL-45-17b"
"366","2-02-FULL-48-12","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","Ryanbacterales","1-14-0-10-43-42"
"367","2-02-FULL-48-12","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","Ryanbacterales","2-02-FULL-48-12"
"368","2-02-FULL-48-12","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","Ryanbacterales","VMFT01"
"369","2-02-FULL-48-14","FALSE","Bacteria","Patescibacteriota","Gracilibacteria","UBA1369","2-02-FULL-48-14"
"373","2-02-FULL-48-14","FALSE","Bacteria","Patescibacteriota","Gracilibacteria","UBA1369","CALRGE01"
"374","2-02-FULL-48-14","FALSE","Bacteria","Patescibacteriota","Gracilibacteria","UBA1369","GCA-016699145"
"377","2-02-FULL-48-14","FALSE","Bacteria","Patescibacteriota","Gracilibacteria","UBA1369","JABHVW01"
"378","2-02-FULL-48-14","FALSE","Bacteria","Patescibacteriota","Gracilibacteria","UBA1369","JAHIVE01"
"379","2-02-FULL-48-14","FALSE","Bacteria","Patescibacteriota","Gracilibacteria","UBA1369","JBAZYV01"
"381","2-02-FULL-48-14","FALSE","Bacteria","Patescibacteriota","Gracilibacteria","UBA1369","WFTC01"
"382","2-02-FULL-48-16","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","UBA9973","2-02-FULL-48-16"
"385","2-02-FULL-49-11","FALSE","Bacteria","Patescibacteriota","Patescibacteriia","2-02-FULL-49-11","2-02-FULL-49-11"
"388","2-02-FULL-50-16","FALSE","Bacteria","UBA10199","UBA10199","2-02-FULL-50-16","2-02-FULL-50-16"
"389","2-02-FULL-50-9b","FALSE","Bacteria","Patescibacteriota","Patescibacteriia","Magasanikbacterales","2-02-FULL-50-9b"
"395","2-02-FULL-51-18","FALSE","Bacteria","Omnitrophota","Koll11","2-02-FULL-51-18","2-02-FULL-51-18"
"396","2-02-FULL-51-18","FALSE","Bacteria","Omnitrophota","Koll11","2-02-FULL-51-18","20-14-0-80-50-8"
"397","2-02-FULL-51-18","FALSE","Bacteria","Omnitrophota","Koll11","2-02-FULL-51-18","CAMDWQ01"
"398","2-02-FULL-51-18","FALSE","Bacteria","Omnitrophota","Koll11","2-02-FULL-51-18","DATJEK01"
"399","2-02-FULL-51-18","FALSE","Bacteria","Omnitrophota","Koll11","2-02-FULL-51-18","JACPAX01"
"401","2-02-FULL-51-18","FALSE","Bacteria","Omnitrophota","Koll11","2-02-FULL-51-18","JACPXO01"
"402","2-02-FULL-51-18","FALSE","Bacteria","Omnitrophota","Koll11","2-02-FULL-51-18","JACQQX01"
"404","2-02-FULL-51-18","FALSE","Bacteria","Omnitrophota","Koll11","2-02-FULL-51-18","JACQQY01"
"405","2-02-FULL-51-18","FALSE","Bacteria","Omnitrophota","Koll11","2-02-FULL-51-18","JAHFFI01"
"406","2-02-FULL-51-18","FALSE","Bacteria","Omnitrophota","Koll11","2-02-FULL-51-18","JAHFFM01"
"408","2-02-FULL-51-18","FALSE","Bacteria","Omnitrophota","Koll11","2-02-FULL-51-18","JAHFFN01"
"409","2-02-FULL-51-18","FALSE","Bacteria","Omnitrophota","Koll11","2-02-FULL-51-18","JAJVIE01"
"410","2-02-FULL-58-16","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","2-02-FULL-58-16"
"411","2-02-FULL-58-16","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","CAJXGZ01"
"412","2-02-FULL-66-22","FALSE","Bacteria","Methylomirabilota","Methylomirabilia","Methylomirabilales","2-02-FULL-66-22"
"423","2-02-FULL-67-57","FALSE","Bacteria","Acidobacteriota","Terriglobia","Acidiferrales","2-02-FULL-67-57"
"426","2-02-FULL-67-57","FALSE","Bacteria","Acidobacteriota","Terriglobia","Acidiferrales","DATEUS01"
"427","2-02-FULL-67-57","FALSE","Bacteria","Acidobacteriota","Terriglobia","Acidiferrales","JACPRL01"
"429","2-02-FULL-67-57","FALSE","Bacteria","Acidobacteriota","Terriglobia","Acidiferrales","JACQTG01"
"430","2-02-FULL-67-57","FALSE","Bacteria","Acidobacteriota","Terriglobia","Acidiferrales","JACZYA01"
"431","2-12-FULL-35-15","FALSE","Bacteria","Bacteroidota","Bacteroidia","2-12-FULL-35-15","2-12-FULL-35-15"
"486","2-12-FULL-35-15","FALSE","Bacteria","Bacteroidota","Bacteroidia","2-12-FULL-35-15","CAXHCC01"
"487","2-12-FULL-37-12","FALSE","Bacteria","Bacteroidota","Bacteroidia","2-12-FULL-37-12","2-12-FULL-37-12"
"488","2-12-FULL-38-22","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","Spechtbacterales","2-12-FULL-38-22"
"489","2-12-FULL-38-22","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","Spechtbacterales","JAWVZY01"
"491","2-12-FULL-38-22","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","Spechtbacterales","JAWWAH01"
"492","2-12-FULL-38-22","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","Spechtbacterales","JBBDXP01"
"493","2-12-FULL-38-22","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","Spechtbacterales","JBBDZE01"
"494","2-12-FULL-38-22","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","Spechtbacterales","VXOY01"
"495","2-12-FULL-40-10","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","Moranbacterales","2-12-FULL-40-10"
"496","2-12-FULL-40-10","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","Moranbacterales","BMS3ABIN15"
"497","2-12-FULL-40-12","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","Minisyncoccales","2-12-FULL-40-12"
"498","2-12-FULL-40-12","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","Minisyncoccales","JBBTXV01"
"499","2-12-FULL-40-12","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","Minisyncoccales","VMFS01"
"500","2-12-FULL-40-28","FALSE","Bacteria","UBA10199","UBA10199","UBA10199","2-12-FULL-40-28"
"501","2-12-FULL-41-12","FALSE","Bacteria","Patescibacteriota","Saccharimonadia","Saccharimonadales","2-12-FULL-41-12"
"503","2-12-FULL-41-12","FALSE","Bacteria","Patescibacteriota","Saccharimonadia","Saccharimonadales","CAMTWJ01"
"504","2-12-FULL-41-12","FALSE","Bacteria","Patescibacteriota","Saccharimonadia","Saccharimonadales","JACRNE01"
"506","2-12-FULL-41-12","FALSE","Bacteria","Patescibacteriota","Saccharimonadia","Saccharimonadales","JALHOM01"
"508","2-12-FULL-41-12","FALSE","Bacteria","Patescibacteriota","Saccharimonadia","Saccharimonadales","JALQXV01"
"510","2-12-FULL-41-12","FALSE","Bacteria","Patescibacteriota","Saccharimonadia","Saccharimonadales","JANWLD01"
"517","2-12-FULL-41-13","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","2-12-FULL-41-13","2-12-FULL-41-13"
"518","2-12-FULL-45-22","FALSE","Bacteria","2-12-FULL-45-22","2-12-FULL-45-22","2-12-FULL-45-22","2-12-FULL-45-22"
"519","2-12-FULL-49-11","FALSE","Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","2-12-FULL-49-11"
"520","2-12-FULL-49-11","FALSE","Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","JAFEGE01"
"521","2-12-FULL-49-11","FALSE","Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","JAHFTJ01"
"522","2-12-FULL-49-11","FALSE","Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","JAJACQ01"
"529","2-12-FULL-49-11","FALSE","Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","JAJZEO01"
"530","2-12-FULL-49-11","FALSE","Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","VGMD01"
"534","2-12-FULL-50-11","FALSE","Bacteria","Patescibacteriota","UBA1384","2-12-FULL-50-11","2-12-FULL-50-11"
"535","2-12-FULL-50-11","FALSE","Bacteria","Patescibacteriota","UBA1384","2-12-FULL-50-11","BOKZ01"
"538","2-12-FULL-50-11","FALSE","Bacteria","Patescibacteriota","UBA1384","2-12-FULL-50-11","CAIMEH01"
"539","2-12-FULL-50-11","FALSE","Bacteria","Patescibacteriota","UBA1384","2-12-FULL-50-11","DATIHX01"
"540","2-12-FULL-50-11","FALSE","Bacteria","Patescibacteriota","UBA1384","2-12-FULL-50-11","DATKGP01"
"541","2-12-FULL-50-11","FALSE","Bacteria","Patescibacteriota","UBA1384","2-12-FULL-50-11","GCA-016432625"
"543","2-12-FULL-50-11","FALSE","Bacteria","Patescibacteriota","UBA1384","2-12-FULL-50-11","JACRAP01"
"544","2-12-FULL-50-11","FALSE","Bacteria","Patescibacteriota","UBA1384","2-12-FULL-50-11","JANLIQ01"
"548","2-12-FULL-50-11","FALSE","Bacteria","Patescibacteriota","UBA1384","2-12-FULL-50-11","JBGOUP01"
"549","2-12-FULL-54-10","FALSE","Bacteria","Acidobacteriota","Terriglobia","2-12-FULL-54-10","2-02-FULL-61-28"
"550","2-12-FULL-54-10","FALSE","Bacteria","Acidobacteriota","Terriglobia","2-12-FULL-54-10","2-12-FULL-54-10"
"551","2-12-FULL-54-10","FALSE","Bacteria","Acidobacteriota","Terriglobia","2-12-FULL-54-10","DATMAF01"
"553","2-12-FULL-54-10","FALSE","Bacteria","Acidobacteriota","Terriglobia","2-12-FULL-54-10","JACPPJ01"
"554","2-12-FULL-54-10","FALSE","Bacteria","Acidobacteriota","Terriglobia","2-12-FULL-54-10","JACQGE01"
"555","2-12-FULL-54-10","FALSE","Bacteria","Acidobacteriota","Terriglobia","2-12-FULL-54-10","JADFGZ01"
"557","2-12-FULL-54-10","FALSE","Bacteria","Acidobacteriota","Terriglobia","2-12-FULL-54-10","SHUM01"
"560","2-12-FULL-57-11","FALSE","Bacteria","Patescibacteriota","Patescibacteriia","2-12-FULL-57-11","2-12-FULL-57-11"
"561","2-12-FULL-57-11","FALSE","Bacteria","Patescibacteriota","Patescibacteriia","2-12-FULL-57-11","CALRHY01"
"562","2-12-FULL-57-11","FALSE","Bacteria","Patescibacteriota","Patescibacteriia","2-12-FULL-57-11","SCSU01"
"563","2-12-FULL-57-11","FALSE","Bacteria","Patescibacteriota","Patescibacteriia","2-12-FULL-57-11","SCUL01"
"565","2-12-FULL-60-25","FALSE","Bacteria","Patescibacteriota","Patescibacteriia","2-12-FULL-60-25","RHKK01"
"569","2-12-FULL-60-25","FALSE","Bacteria","Patescibacteriota","Patescibacteriia","2-12-FULL-60-25","SZUA-46"
"570","2-12-FULL-60-25","FALSE","Bacteria","Patescibacteriota","Patescibacteriia","2-12-FULL-60-25","VGLT01"
"574","2-12-FULL-60-25","FALSE","Bacteria","Patescibacteriota","Patescibacteriia","2-12-FULL-60-25","2-12-FULL-60-25"
"582","2-12-FULL-60-25","FALSE","Bacteria","Patescibacteriota","Patescibacteriia","2-12-FULL-60-25","21-14-all-47-17"
"583","2-12-FULL-60-25","FALSE","Bacteria","Patescibacteriota","Patescibacteriia","2-12-FULL-60-25","CAIKNB01"
"588","2-12-FULL-60-25","FALSE","Bacteria","Patescibacteriota","Patescibacteriia","2-12-FULL-60-25","CAIKOH01"
"590","2-12-FULL-60-25","FALSE","Bacteria","Patescibacteriota","Patescibacteriia","2-12-FULL-60-25","CAIXDN01"
"594","2-12-FULL-60-25","FALSE","Bacteria","Patescibacteriota","Patescibacteriia","2-12-FULL-60-25","HK-STAS-PATE-2"
"596","2-12-FULL-60-25","FALSE","Bacteria","Patescibacteriota","Patescibacteriia","2-12-FULL-60-25","JADZEJ01"
"597","2-12-FULL-60-25","FALSE","Bacteria","Patescibacteriota","Patescibacteriia","2-12-FULL-60-25","JAGOQX01"
"600","2-12-FULL-60-25","FALSE","Bacteria","Patescibacteriota","Patescibacteriia","2-12-FULL-60-25","JAGOUA01"
"602","2-12-FULL-60-25","FALSE","Bacteria","Patescibacteriota","Patescibacteriia","2-12-FULL-60-25","JAGOUY01"
"603","2-12-FULL-60-25","FALSE","Bacteria","Patescibacteriota","Patescibacteriia","2-12-FULL-60-25","JAHFIO01"
"604","2-12-FULL-60-25","FALSE","Bacteria","Patescibacteriota","Patescibacteriia","2-12-FULL-60-25","JAHIUG01"
"606","2-12-FULL-60-25","FALSE","Bacteria","Patescibacteriota","Patescibacteriia","2-12-FULL-60-25","JAHJFW01"
"609","2-12-FULL-60-25","FALSE","Bacteria","Patescibacteriota","Patescibacteriia","2-12-FULL-60-25","JAHJRN01"
"610","2-12-FULL-60-25","FALSE","Bacteria","Patescibacteriota","Patescibacteriia","2-12-FULL-60-25","JALHOH01"
"611","2-12-FULL-60-25","FALSE","Bacteria","Patescibacteriota","Patescibacteriia","2-12-FULL-60-25","JANLIO01"
"612","2-12-FULL-60-25","FALSE","Bacteria","Patescibacteriota","Patescibacteriia","2-12-FULL-60-25","JBAYJC01"
"613","2-12-FULL-60-25","FALSE","Bacteria","Patescibacteriota","Patescibacteriia","2-12-FULL-60-25","JBAZWV01"
"615","2-12-FULL-60-25","FALSE","Bacteria","Patescibacteriota","Patescibacteriia","2-12-FULL-60-25","MWCR01"
"629","2-12-FULL-62-27","FALSE","Bacteria","Lindowbacteria","2-12-FULL-62-27","2-12-FULL-62-27","2-12-FULL-62-27"
"630","2-12-FULL-62-27","FALSE","Bacteria","Lindowbacteria","2-12-FULL-62-27","2-12-FULL-62-27","JACQOF01"
"631","2-12-FULL-62-27","FALSE","Bacteria","Lindowbacteria","2-12-FULL-62-27","2-12-FULL-62-27","JAHFCY01"
"632","2-12-FULL-66-21","FALSE","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","2-12-FULL-66-21"
"633","2-12-FULL-66-21","FALSE","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","DASPFV01"
"634","2-12-FULL-66-21","FALSE","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","DASSOM01"
"635","2-12-FULL-66-21","FALSE","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","DASTBU01"
"636","2-12-FULL-66-21","FALSE","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","DASUKM01"
"637","2-12-FULL-66-21","FALSE","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","DATAEE01"
"639","2-12-FULL-66-21","FALSE","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","DATAEK01"
"640","2-12-FULL-66-21","FALSE","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","DATBJJ01"
"641","2-12-FULL-66-21","FALSE","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","DATIEW01"
"642","2-12-FULL-66-21","FALSE","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","DATJFQ01"
"644","2-12-FULL-66-21","FALSE","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Gp6-AA38"
"645","2-12-FULL-66-21","FALSE","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","JACCRT01"
"646","2-12-FULL-66-21","FALSE","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","JACCXG01"
"647","2-12-FULL-66-21","FALSE","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","JACDCA01"
"655","2-12-FULL-66-21","FALSE","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","JACPDI01"
"657","2-12-FULL-66-21","FALSE","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","JAICSD01"
"664","2-12-FULL-66-21","FALSE","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","JAIVJE01"
"665","2-12-FULL-66-21","FALSE","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","JALZOC01"
"676","2-12-FULL-66-21","FALSE","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","QHWT01"
"678","2-12-FULL-67-15","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","2-12-FULL-67-15"
"681","2-12-FULL-67-15","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","SHVQ01"
"682","2-12-FULL-67-15","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","SHVU01"
"683","2011-GWC2-44-17","FALSE","Bacteria","Patescibacteriota","Saccharimonadia","Saccharimonadales","2011-GWC2-44-17"
"688","2013-40CM-41-45","FALSE","Bacteria","Bacteroidota","Bacteroidia","AKYH767-A","2013-40CM-41-45"
"690","2013-40CM-41-45","FALSE","Bacteria","Bacteroidota","Bacteroidia","AKYH767-A","CAINVI01"
"694","2013-40CM-41-45","FALSE","Bacteria","Bacteroidota","Bacteroidia","AKYH767-A","JADKIH01"
"705","2013-40CM-41-45","FALSE","Bacteria","Bacteroidota","Bacteroidia","AKYH767-A","JADKJP01"
"709","2013-40CM-41-45","FALSE","Bacteria","Bacteroidota","Bacteroidia","AKYH767-A","JADZBN01"
"710","2013-40CM-41-45","FALSE","Bacteria","Bacteroidota","Bacteroidia","AKYH767-A","JAPLDA01"
"711","2013-40CM-41-45","FALSE","Bacteria","Bacteroidota","Bacteroidia","AKYH767-A","JAPLDB01"
"715","2013-40CM-41-45","FALSE","Bacteria","Bacteroidota","Bacteroidia","AKYH767-A","JBDKJS01"
"716","2013-40CM-41-45","FALSE","Bacteria","Bacteroidota","Bacteroidia","AKYH767-A","PALSA-967"
"717","2013-40CM-41-45","FALSE","Bacteria","Bacteroidota","Bacteroidia","AKYH767-A","QQVM01"
"720","2013Ark19i","FALSE","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Ichthyocystis"
"722","20CM-2-55-15","FALSE","Bacteria","Acidobacteriota","Terriglobia","20CM-2-55-15","20CM-2-55-15"
"729","20CM-2-55-15","FALSE","Bacteria","Acidobacteriota","Terriglobia","20CM-2-55-15","CAMBFR01"
"731","20CM-2-55-15","FALSE","Bacteria","Acidobacteriota","Terriglobia","20CM-2-55-15","DASTBJ01"
"732","20CM-2-55-15","FALSE","Bacteria","Acidobacteriota","Terriglobia","20CM-2-55-15","DASUFH01"
"733","20CM-2-55-15","FALSE","Bacteria","Acidobacteriota","Terriglobia","20CM-2-55-15","G963664115"
"734","20CM-2-55-15","FALSE","Bacteria","Acidobacteriota","Terriglobia","20CM-2-55-15","G963667345"
"735","20CM-2-55-15","FALSE","Bacteria","Acidobacteriota","Terriglobia","20CM-2-55-15","JAHFTY01"
"736","20CM-2-55-15","FALSE","Bacteria","Acidobacteriota","Terriglobia","20CM-2-55-15","JAJEDW01"
"739","20CM-2-55-15","FALSE","Bacteria","Acidobacteriota","Terriglobia","20CM-2-55-15","JBGPBY01"
"740","21-14-0-10-42-9","FALSE","Bacteria","Patescibacteriota","Patescibacteriia","Buchananbacterales","21-14-0-10-42-9"
"741","21-14-0-20-44-7","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","21-14-0-20-44-7"
"742","21-14-0-20-44-7","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","JABDBO01"
"743","21-14-all-36-13","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","UBA9973","21-14-all-36-13"
"745","21-14-all-36-13","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","UBA9973","VMGX01"
"749","21-14-all-47-15","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","UBA9973","21-14-all-47-15"
"750","21-14-all-47-15","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","UBA9973","JACROH01"
"752","21-64-14","FALSE","Bacteria","Pseudomonadota","Gammaproteobacteria","21-64-14","21-64-14"
"753","21-64-14","FALSE","Bacteria","Pseudomonadota","Gammaproteobacteria","21-64-14","BMS3Abin12"
"755","32-111","FALSE","Bacteria","WOR-3","32-111","32-111","32-111"
"760","32-111","FALSE","Bacteria","WOR-3","32-111","32-111","UBA2202"
"763","33-17","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","33-17"
"764","33-17","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","JAFKLR01"
"765","33-17","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","RICK01"
"766","34-128","FALSE","Bacteria","Atribacterota","JS1","SB-45","34-128"
"781","34-128","FALSE","Bacteria","Atribacterota","JS1","SB-45","CG2-30-33-13"
"783","34-128","FALSE","Bacteria","Atribacterota","JS1","SB-45","JAUWHZ01"
"785","34-128","FALSE","Bacteria","Atribacterota","JS1","SB-45","JAYEGH01"
"786","34-128","FALSE","Bacteria","Atribacterota","JS1","SB-45","UBA4082"
"787","34-128","FALSE","Bacteria","Atribacterota","JS1","SB-45","UBA6251"
"788","34-128","FALSE","Bacteria","Atribacterota","JS1","SB-45","UBA9904"
"789","40CM-4-68-19","FALSE","Bacteria","Myxococcota","Myxococcia","Myxococcales","40CM-4-68-19"
"806","40CM-4-68-19","FALSE","Bacteria","Myxococcota","Myxococcia","Myxococcales","CAIWCD01"
"808","40CM-4-68-19","FALSE","Bacteria","Myxococcota","Myxococcia","Myxococcales","JANYKT01"
"809","40CM-4-68-19","FALSE","Bacteria","Myxococcota","Myxococcia","Myxococcales","JBBRMA01"
"810","40CM-4-68-19","FALSE","Bacteria","Myxococcota","Myxococcia","Myxococcales","VBKO01"
"817","43-37","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","43-37","43-37"
"818","43-37","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","43-37","CANLAL01"
"819","4484-107","FALSE","Bacteria","Latescibacterota","4484-107","4484-107","4484-107"
"821","4484-113","FALSE","Bacteria","4484-113","4484-113","4484-113","4484-113"
"822","4484-113","FALSE","Bacteria","4484-113","4484-113","4484-113","JAGGTK01"
"825","4484-113","FALSE","Bacteria","4484-113","4484-113","4484-113","JBBIJQ01"
"826","4484-113","FALSE","Bacteria","4484-113","4484-113","4484-113","JBBIRS01"
"827","4484-171","FALSE","Bacteria","Omnitrophota","Koll11","Duberdicusellales","4484-171"
"829","4484-171","FALSE","Bacteria","Omnitrophota","Koll11","Duberdicusellales","B7-G16"
"830","4484-171","FALSE","Bacteria","Omnitrophota","Koll11","Duberdicusellales","Fen-1317"
"831","4484-171","FALSE","Bacteria","Omnitrophota","Koll11","Duberdicusellales","G020343695"
"832","4484-171","FALSE","Bacteria","Omnitrophota","Koll11","Duberdicusellales","G020352775"
"833","4484-171","FALSE","Bacteria","Omnitrophota","Koll11","Duberdicusellales","JAAEQW01"
"834","4484-171","FALSE","Bacteria","Omnitrophota","Koll11","Duberdicusellales","JAFGHG01"
"836","4484-171","FALSE","Bacteria","Omnitrophota","Koll11","Duberdicusellales","JAFGQU01"
"837","4484-171","FALSE","Bacteria","Omnitrophota","Koll11","Duberdicusellales","JAGLSE01"
"839","4484-171","FALSE","Bacteria","Omnitrophota","Koll11","Duberdicusellales","JAGLUN01"
"840","4484-171","FALSE","Bacteria","Omnitrophota","Koll11","Duberdicusellales","JAGOLA01"
"841","4484-171","FALSE","Bacteria","Omnitrophota","Koll11","Duberdicusellales","JAHISK01"
