"","gtdb_f","f_spor","newgtdb_Domain","newgtdb_Phylum","newgtdb_Class","newgtdb_Order","newgtdb_Genus"
"56154","JACKAF01","FALSE","Bacteria","Bdellovibrionota","FAC87","UBA2466","JACKAF01"
"56157","JACKAF01","FALSE","Bacteria","Bdellovibrionota","FAC87","UBA2466","JBGSIC01"
"56158","JACKCP01","FALSE","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","JACKCP01"
"56161","JACKCT01","FALSE","Bacteria","Lernaellota","Lernaellaia","JACKCT01","G963674685"
"56162","JACKCT01","FALSE","Bacteria","Lernaellota","Lernaellaia","JACKCT01","JACKCT01"
"56163","JACKCT01","FALSE","Bacteria","Lernaellota","Lernaellaia","JACKCT01","JADLEX01"
"56164","JACKCT01","FALSE","Bacteria","Lernaellota","Lernaellaia","JACKCT01","JAIOHV01"
"56165","JACKCT01","FALSE","Bacteria","Lernaellota","Lernaellaia","JACKCT01","JAOSJX01"
"56166","JACKDQ01","FALSE","Bacteria","Myxococcota","Polyangia","GCA-2747355","JACKDQ01"
"56167","JACKDQ01","FALSE","Bacteria","Myxococcota","Polyangia","GCA-2747355","JAGQIK01"
"56168","JACKFB01","FALSE","Bacteria","Myxococcota","UBA9042","PHBI01","JACKFB01"
"56170","JACKKN01","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","JACKKN01"
"56171","JACKKN01","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","JAGREA01"
"56172","JACKKO01","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","JACKKO01"
"56173","JACKNK01","FALSE","Bacteria","Pseudomonadota","Gammaproteobacteria","JACKNK01","JACKNK01"
"56175","JACKPQ01","FALSE","Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","JACKPP01"
"56177","JACKPQ01","FALSE","Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","JACKPQ01"
"56179","JACMKV01","FALSE","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","JACMKV01"
"56182","JACMMQ01","unknown","Bacteria","Bacillota","Clostridia","SK-Y3","JACMMQ01"
"56183","JACMPN01","FALSE","Bacteria","Cyanobacteriota","Sericytochromatia","JACMPN01","JACMPN01"
"56184","JACMQJ01","FALSE","Bacteria","Cyanobacteriota","Sericytochromatia","UBA7694","BPII01"
"56185","JACMQJ01","FALSE","Bacteria","Cyanobacteriota","Sericytochromatia","UBA7694","JACMQJ01"
"56186","JACMQJ01","FALSE","Bacteria","Cyanobacteriota","Sericytochromatia","UBA7694","JBBTGK01"
"56187","JACMRA01","FALSE","Bacteria","Patescibacteriota","JACMRA01","JACMRA01","CAKZLR01"
"56188","JACMRA01","FALSE","Bacteria","Patescibacteriota","JACMRA01","JACMRA01","CALITC01"
"56189","JACMRA01","FALSE","Bacteria","Patescibacteriota","JACMRA01","JACMRA01","JAAUSE01"
"56191","JACMRA01","FALSE","Bacteria","Patescibacteriota","JACMRA01","JACMRA01","JACMQI01"
"56192","JACMRA01","FALSE","Bacteria","Patescibacteriota","JACMRA01","JACMRA01","JACMRA01"
"56193","JACMRA01","FALSE","Bacteria","Patescibacteriota","JACMRA01","JACMRA01","JAOZKL01"
"56194","JACMRA01","FALSE","Bacteria","Patescibacteriota","JACMRA01","JACMRA01","JBBSJV01"
"56195","JACMRA01","FALSE","Bacteria","Patescibacteriota","JACMRA01","JACMRA01","JBCDGH01"
"56196","JACMRI01","FALSE","Bacteria","Bacteroidota","Bacteroidia","JACMRI01","JACMRI01"
"56198","JACNGX01","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","UBA9973","JACNGX01"
"56200","JACNKJ01","FALSE","Bacteria","Krumholzibacteriota","Krumholzibacteriia","JACNKJ01","JAAEPZ01"
"56201","JACNKJ01","FALSE","Bacteria","Krumholzibacteriota","Krumholzibacteriia","JACNKJ01","JACNKJ01"
"56202","JACNKJ01","FALSE","Bacteria","Krumholzibacteriota","Krumholzibacteriia","JACNKJ01","JAFGBK01"
"56203","JACNKJ01","FALSE","Bacteria","Krumholzibacteriota","Krumholzibacteriia","JACNKJ01","JASMLU01"
"56204","JACNKJ01","FALSE","Bacteria","Krumholzibacteriota","Krumholzibacteriia","JACNKJ01","VGXI01"
"56206","JACNKV01","FALSE","Bacteria","Marinisomatota","Marinisomatia","Marinisomatales","JACNKV01"
"56207","JACNLC01","FALSE","Bacteria","Marinisomatota","Marinisomatia","SCGC-AAA003-L08","JAADGM01"
"56209","JACNLC01","FALSE","Bacteria","Marinisomatota","Marinisomatia","SCGC-AAA003-L08","JABHXA01"
"56210","JACNLC01","FALSE","Bacteria","Marinisomatota","Marinisomatia","SCGC-AAA003-L08","JABMOW01"
"56211","JACNLC01","FALSE","Bacteria","Marinisomatota","Marinisomatia","SCGC-AAA003-L08","JACNLC01"
"56212","JACOMY01","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Kiloniellales","DATEDK01"
"56213","JACOMY01","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Kiloniellales","JACOMY01"
"56220","JACOMY01","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Kiloniellales","JAKOWB01"
"56222","JACOND01","FALSE","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","JAAOIH01"
"56224","JACOND01","FALSE","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","JACOND01"
"56229","JACOND01","FALSE","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","JANQSP01"
"56232","JACOND01","FALSE","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","JAPPLG01"
"56233","JACORV01","FALSE","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","DASXPG01"
"56236","JACORV01","FALSE","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Fen-1245"
"56243","JACORV01","FALSE","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","JACORV01"
"56247","JACORV01","FALSE","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","JADGQW01"
"56248","JACOSC01","FALSE","Bacteria","Acidobacteriota","UBA6911","JACOSC01","JACOSC01"
"56249","JACOTG01","FALSE","Bacteria","Planctomycetota","JACOTG01","JACOTG01","JACOTG01"
"56250","JACOTW01","FALSE","Bacteria","Patescibacteriota","Saccharimonadia","Saccharimonadales","DATIIF01"
"56251","JACOTW01","FALSE","Bacteria","Patescibacteriota","Saccharimonadia","Saccharimonadales","JACOTW01"
"56252","JACOUE01","FALSE","Bacteria","Chloroflexota","Dehalococcoidia","SM23-28-2","JACOUE01"
"56253","JACOUI01","FALSE","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","JACOUI01"
"56254","JACOUI01","FALSE","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","JBGQHD01"
"56255","JACOUJ01","FALSE","Bacteria","Methylomirabilota","Methylomirabilia","Rokubacteriales","JACOUJ01"
"56256","JACOUP01","FALSE","Bacteria","UBA10199","UBA10199","JACPAL01","JACOUP01"
"56257","JACOUP01","FALSE","Bacteria","UBA10199","UBA10199","JACPAL01","JAUSKE01"
"56258","JACOVV01","FALSE","Bacteria","Omnitrophota","Koll11","JACOVV01","JACOVV01"
"56260","JACOWJ01","FALSE","Bacteria","2-12-FULL-45-22","2-12-FULL-45-22","2-12-FULL-45-22","JACOWJ01"
"56261","JACOWY01","FALSE","Bacteria","Patescibacteriota","Microgenomatia","UBA1400","JACOWY01"
"56262","JACOXK01","FALSE","Bacteria","Bdellovibrionota","JACOXK01","JACOXK01","JACOXK01"
"56263","JACOXK01","FALSE","Bacteria","Bdellovibrionota","JACOXK01","JACOXK01","JACPKQ01"
"56264","JACOXO01","FALSE","Bacteria","Patescibacteriota","Microgenomatia","JACOXO01","JACOXO01"
"56265","JACOXY01","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","UBA6257","JACOXY01"
"56266","JACOXY01","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","UBA6257","JAUXUB01"
"56267","JACOXY01","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","UBA6257","JBGOTK01"
"56268","JACOYD01","FALSE","Bacteria","Patescibacteriota","Microgenomatia","Levybacterales","JACOYD01"
"56269","JACOZD01","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","UBA9973","JACOZD01"
"56270","JACOZG01","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","UBA9973","JACOZG01"
"56274","JACOZG01","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","UBA9973","JADLCI01"
"56276","JACOZG01","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","UBA9973","JAGVGK01"
"56279","JACOZG01","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","UBA9973","JAYEGE01"
"56280","JACOZG01","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","UBA9973","JBBTTC01"
"56281","JACOZG01","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","UBA9973","JBBTTN01"
"56282","JACPAL01","FALSE","Bacteria","UBA10199","UBA10199","JACPAL01","JACPAK01"
"56283","JACPAL01","FALSE","Bacteria","UBA10199","UBA10199","JACPAL01","JACPAL01"
"56284","JACPAU01","FALSE","Bacteria","Methylomirabilota","Methylomirabilia","Methylomirabilales","JACPAU01"
"56288","JACPCJ01","FALSE","Bacteria","Actinomycetota","Acidimicrobiia","IMCC26256","DATDOY01"
"56289","JACPCJ01","FALSE","Bacteria","Actinomycetota","Acidimicrobiia","IMCC26256","DATLFW01"
"56290","JACPCJ01","FALSE","Bacteria","Actinomycetota","Acidimicrobiia","IMCC26256","JACPCJ01"
"56291","JACPCK01","FALSE","Bacteria","Chloroflexota","Dehalococcoidia","UBA1127","JACPCK01"
"56292","JACPCL1","FALSE","Bacteria","Chloroflexota","Dehalococcoidia","JACPCL1","JACPCL1"
"56296","JACPCQ01","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","JACPCQ01","JACPCQ01"
"56297","JACPCR01","FALSE","Bacteria","Planctomycetota","PUPC01","JACPCR01","JACPCR01"
"56298","JACPCR01","FALSE","Bacteria","Planctomycetota","PUPC01","JACPCR01","JAQBXN01"
"56299","JACPDS01","FALSE","Bacteria","Vulcanimicrobiota","JACPDS01","JACPDS01","JACPDS01"
"56300","JACPDT01","FALSE","Bacteria","Vulcanimicrobiota","JACPDT01","JACPDT01","JACPDT01"
"56301","JACPEP01","FALSE","Bacteria","Chloroflexota","Dehalococcoidia","JACPEP01","JACPEP01"
"56302","JACPES01","FALSE","Bacteria","Patescibacteriota","Microgenomatia","UBA1400","JACPES01"
"56304","JACPFA01","FALSE","Bacteria","UBA10199","UBA10199","DSSB01","JACPFA01"
"56305","JACPFF01","FALSE","Bacteria","UBA10199","UBA10199","GCA-002796325","JACPFF01"
"56306","JACPFF01","FALSE","Bacteria","UBA10199","UBA10199","GCA-002796325","JACPFG01"
"56307","JACPFF01","FALSE","Bacteria","UBA10199","UBA10199","GCA-002796325","JACQUX01"
"56308","JACPFL01","FALSE","Bacteria","JACPFL01","JACPFL01","JACPFL01","JACPFL01"
"56309","JACPGU01","FALSE","Bacteria","Patescibacteriota","JACPGU01","JACPGU01","JACPGU01"
"56310","JACPGU01","FALSE","Bacteria","Patescibacteriota","JACPGU01","JACPGU01","JAKLDG01"
"56311","JACPGU01","FALSE","Bacteria","Patescibacteriota","JACPGU01","JACPGU01","JAQULF01"
"56312","JACPGU01","FALSE","Bacteria","Patescibacteriota","JACPGU01","JACPGU01","JBAYUK01"
"56313","JACPHC01","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","JACPHC01","JACPHC01"
"56314","JACPHL01","FALSE","Bacteria","Methylomirabilota","Methylomirabilia","Rokubacteriales","DASRDR01"
"56319","JACPHL01","FALSE","Bacteria","Methylomirabilota","Methylomirabilia","Rokubacteriales","DASYQW01"
"56320","JACPHL01","FALSE","Bacteria","Methylomirabilota","Methylomirabilia","Rokubacteriales","DASYUM01"
"56321","JACPHL01","FALSE","Bacteria","Methylomirabilota","Methylomirabilia","Rokubacteriales","JACPHL01"
"56322","JACPHN01","FALSE","Bacteria","CSSED10-310","JACPHN01","JACPHN01","JACPHN01"
"56323","JACPHP01","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","Spechtbacterales","JACPHP01"
"56324","JACPHY01","FALSE","Bacteria","Patescibacteriota","Patescibacteriia","JACPHY01","JACPHY01"
"56325","JACPHY01","FALSE","Bacteria","Patescibacteriota","Patescibacteriia","JACPHY01","JAUSKG01"
"56327","JACPKC01","FALSE","Bacteria","Patescibacteriota","UBA1384","JACPKC01","JACPKC01"
"56328","JACPKC01","FALSE","Bacteria","Patescibacteriota","UBA1384","JACPKC01","JACQIO01"
"56329","JACPKC01","FALSE","Bacteria","Patescibacteriota","UBA1384","JACPKC01","JAGQLE01"
"56330","JACPKC01","FALSE","Bacteria","Patescibacteriota","UBA1384","JACPKC01","JBBUCD01"
"56331","JACPL01","FALSE","Bacteria","Patescibacteriota","Patescibacteriia","JACPL01","JACPGL01"
"56332","JACPNR01","FALSE","Bacteria","Acidobacteriota","Terriglobia","Terriglobales","JACPNR01"
"56335","JACPNS01","FALSE","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","JACPNS01"
"56341","JACPOV01","FALSE","Bacteria","Babelota","Babeliae","Babelales","JACPOV01"
"56345","JACPOV01","FALSE","Bacteria","Babelota","Babeliae","Babelales","JAGVLQ01"
"56346","JACPOV01","FALSE","Bacteria","Babelota","Babeliae","Babelales","JBBDJI01"
"56347","JACPPG01","FALSE","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","CAMFLN01"
"56351","JACPPG01","FALSE","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","DASXPZ01"
"56352","JACPPG01","FALSE","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","JACPPG01"
"56353","JACPPH01","FALSE","Bacteria","Patescibacteriota","Saccharimonadia","CAILAD01","JACPPH01"
"56354","JACPPN01","FALSE","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","JACPPN01"
"56355","JACPPQ01","FALSE","Bacteria","Chloroflexota","Dehalococcoidia","Dehalococcoidales","JACPPQ01"
"56356","JACPPT01","FALSE","Bacteria","Chloroflexota","Dehalococcoidia","JACPPT01","JACPPT01"
"56357","JACPPY01","FALSE","Bacteria","Chloroflexota","Dehalococcoidia","JACPPY01","JACPPY01"
"56358","JACPPY01","FALSE","Bacteria","Chloroflexota","Dehalococcoidia","JACPPY01","JACPRR01"
"56359","JACPPY01","FALSE","Bacteria","Chloroflexota","Dehalococcoidia","JACPPY01","JBFMDE01"
"56360","JACPQD01","FALSE","Bacteria","Chloroflexota","Dehalococcoidia","JACPQD01","JACPQD01"
"56361","JACPQF01","FALSE","Bacteria","Chloroflexota","Dehalococcoidia","JACPQF01","JACPQF01"
"56362","JACPQK01","FALSE","Bacteria","Chloroflexota","Dehalococcoidia","JACPQK01","JACPQM01"
"56363","JACPQL01","FALSE","Bacteria","Chloroflexota","Dehalococcoidia","JACPQL01","JACPQL01"
"56364","JACPQP01","FALSE","Bacteria","Chloroflexota","FW602-bin22","FW602-bin22","JACPQP01"
"56365","JACPQR01","FALSE","Bacteria","Myxococcota","Polyangia","JACPQR01","JACPQR01"
"56366","JACPQU01","unknown","Bacteria","Bacillota","JACPQU01","JACPQU01","JACPQU01"
"56367","JACPQY01","FALSE","Bacteria","JACPQY01","JACPQY01","JACPQY01","JACPAV01"
"56368","JACPQY01","FALSE","Bacteria","JACPQY01","JACPQY01","JACPQY01","JACPQY01"
"56369","JACPQZ01","FALSE","Bacteria","Omnitrophota","JACPQZ01","JACPQZ01","JACPQZ01"
"56370","JACPRB01","FALSE","Bacteria","Planctomycetota","MHYJ01","MHYJ01","DASRJF01"
"56374","JACPRB01","FALSE","Bacteria","Planctomycetota","MHYJ01","MHYJ01","DATLZA01"
"56375","JACPRB01","FALSE","Bacteria","Planctomycetota","MHYJ01","MHYJ01","JACPRB01"
"56376","JACPRB01","FALSE","Bacteria","Planctomycetota","MHYJ01","MHYJ01","JACPRC01"
"56377","JACPRB01","FALSE","Bacteria","Planctomycetota","MHYJ01","MHYJ01","JACQFK01"
"56382","JACPRB01","FALSE","Bacteria","Planctomycetota","MHYJ01","MHYJ01","JACQVR01"
"56383","JACPRK01","FALSE","Bacteria","Muiribacteriota","UBA6191","JACPRK01","JACPRK01"
"56386","JACPRK01","FALSE","Bacteria","Muiribacteriota","UBA6191","JACPRK01","OFTM100"
"56387","JACPRP01","FALSE","Bacteria","Chloroflexota","FW602-bin22","FW602-bin22","JACPRP01"
"56388","JACPRP01","FALSE","Bacteria","Chloroflexota","FW602-bin22","FW602-bin22","JAMCWX01"
"56389","JACPRU01","FALSE","Bacteria","Desulfobacterota_B","Binatia","JACPRU01","JACPRU01"
"56391","JACPRU01","FALSE","Bacteria","Desulfobacterota_B","Binatia","JACPRU01","JAXDLK01"
"56392","JACPRZ01","FALSE","Bacteria","Bacteroidota","Bacteroidia","JACPRZ01","JACPRZ01"
"56393","JACPSX01","FALSE","Bacteria","JACPSX01","JACPSX01","JACPSX01","JACPSX01"
"56395","JACPTQ01","FALSE","Bacteria","Myxococcota","JACPTQ01","JACPTQ01","JACPTQ01"
"56396","JACPTZ01","FALSE","Bacteria","Planctomycetota","MHYJ01","WSZJ01","JACPTZ01"
"56397","JACPUC01","FALSE","Bacteria","JACPUC01","JACPUC01","JACPUC01","JACPUC01"
"56398","JACPUP01","FALSE","Bacteria","Patescibacteriota","Patescibacteriia","SBBC01","JACPUP01"
"56399","JACPUW01","FALSE","Bacteria","Bacteroidota","Bacteroidia","CAILMK01","JACPUW01"
"56401","JACPUW01","FALSE","Bacteria","Bacteroidota","Bacteroidia","CAILMK01","JAGQWA01"
"56402","JACPWG01","FALSE","Bacteria","Planctomycetota","MHYJ01","WSZJ01","JACPWG01"
"56403","JACPWG01","FALSE","Bacteria","Planctomycetota","MHYJ01","WSZJ01","JACRIP01"
"56404","JACPWU01","FALSE","Bacteria","JACPWU01","JACPWU01","JACPWU01","JACOUC01"
"56405","JACPWU01","FALSE","Bacteria","JACPWU01","JACPWU01","JACPWU01","JACPWU01"
"56406","JACPXA01","FALSE","Bacteria","Elusimicrobiota","Elusimicrobia","2-01-FULL-59-12","JACPXA01"
"56407","JACPXH01","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","JACPXH01","JACPXH01"
"56408","JACPYF01","FALSE","Bacteria","Patescibacteriota","Saccharimonadia","Saccharimonadales","JACPYF01"
"56413","JACPZF01","FALSE","Bacteria","Patescibacteriota","Microgenomatia","JACPZF01","JACPZF01"
"56414","JACPZF01","FALSE","Bacteria","Patescibacteriota","Microgenomatia","JACPZF01","JACQHK01"
"56415","JACPZF01","FALSE","Bacteria","Patescibacteriota","Microgenomatia","JACPZF01","JAMDAL01"
"56416","JACPZS01","FALSE","Bacteria","Verrucomicrobiota","Verrucomicrobiia","Limisphaerales","JACPZS01"
"56417","JACPZS01","FALSE","Bacteria","Verrucomicrobiota","Verrucomicrobiia","Limisphaerales","JBDTOW01"
"56418","JACPZX01","FALSE","Bacteria","Acidobacteriota","Polarisedimenticolia","JACPZX01","JACPZX01"
"56419","JACQAJ01","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","GWC2-36-17","JACQAJ01"
"56420","JACQAP01","FALSE","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","JACQAP01"
"56443","JACQBW01","FALSE","Bacteria","Nitrospirota","Nitrospiria","JACQBW01","DATNMI01"
"56444","JACQBW01","FALSE","Bacteria","Nitrospirota","Nitrospiria","JACQBW01","JACOTA01"
"56445","JACQBW01","FALSE","Bacteria","Nitrospirota","Nitrospiria","JACQBW01","JACQBW01"
"56446","JACQBW01","FALSE","Bacteria","Nitrospirota","Nitrospiria","JACQBW01","JACQBY01"
"56448","JACQBZ01","FALSE","Bacteria","Nitrospirota","Nitrospiria","JACQBZ01","JACQBZ01"
"56451","JACQBZ01","FALSE","Bacteria","Nitrospirota","Nitrospiria","JACQBZ01","JACQCA01"
"56452","JACQBZ01","FALSE","Bacteria","Nitrospirota","Nitrospiria","JACQBZ01","JACQFA01"
"56455","JACQCE01","FALSE","Bacteria","Nitrospirota","Nitrospiria","JACQCE01","JACQCE01"
"56459","JACQCE01","FALSE","Bacteria","Nitrospirota","Nitrospiria","JACQCE01","JBFMAJ01"
"56460","JACQCE01","FALSE","Bacteria","Nitrospirota","Nitrospiria","JACQCE01","JBGPUQ01"
"56461","JACQCQ01","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","Sungbacterales","JACOZA01"
"56462","JACQCQ01","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","Sungbacterales","JACQCQ01"
"56463","JACQDG01","FALSE","Bacteria","Acidobacteriota","Terriglobia","Bryobacterales","DASQHK01"
"56464","JACQDG01","FALSE","Bacteria","Acidobacteriota","Terriglobia","Bryobacterales","DASREK01"
"56465","JACQDG01","FALSE","Bacteria","Acidobacteriota","Terriglobia","Bryobacterales","JACQDG01"
"56466","JACQDG01","FALSE","Bacteria","Acidobacteriota","Terriglobia","Bryobacterales","JACQDI01"
"56467","JACQDG01","FALSE","Bacteria","Acidobacteriota","Terriglobia","Bryobacterales","JBGOUJ01"
"56468","JACQDG01","FALSE","Bacteria","Acidobacteriota","Terriglobia","Bryobacterales","JBGOUV01"
"56469","JACQDG01","FALSE","Bacteria","Acidobacteriota","Terriglobia","Bryobacterales","JBGPDC01"
"56470","JACQDL01","FALSE","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","DATILL01"
"56471","JACQDL01","FALSE","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","JACQDL01"
"56472","JACQDU01","FALSE","Bacteria","Planctomycetota","J058","J058","JACQDU01"
"56473","JACQED01","FALSE","Bacteria","Chloroflexota","Anaerolineae","Anaerolineales","JACQED01"
"56474","JACQEN01","FALSE","Bacteria","Desulfobacterota_B","Binatia","HRBIN30","JACQEN01"
"56475","JACQFD01","FALSE","Bacteria","Planctomycetota","UBA1135","UBA1135","JACQFD01"
"56476","JACQFD01","FALSE","Bacteria","Planctomycetota","UBA1135","UBA1135","JAEUHX01"
"56477","JACQFS01","FALSE","Bacteria","Verrucomicrobiota","Verrucomicrobiia","Limisphaerales","DATDFH01"
"56478","JACQFS01","FALSE","Bacteria","Verrucomicrobiota","Verrucomicrobiia","Limisphaerales","JACQFS01"
"56479","JACQGL01","FALSE","Bacteria","Armatimonadota","SYMT01","SYMT01","JACQGL01"
"56480","JACQHA01","FALSE","Bacteria","Deinococcota","Deinococci","JACQHA01","JACQHA01"
"56481","JACQHM01","FALSE","Bacteria","Methylomirabilota","Methylomirabilia","Methylomirabilales","JACQHM01"
"56482","JACQJE01","FALSE","Bacteria","Bdellovibrionota","O2-12-FULL-43-9","JACQJE01","JACQJE01"
"56483","JACQJN01","FALSE","Bacteria","Elusimicrobiota","Elusimicrobia","JACQJN01","JACQJM01"
"56484","JACQJN01","FALSE","Bacteria","Elusimicrobiota","Elusimicrobia","JACQJN01","JACQJN01"
"56485","JACQJP01","FALSE","Bacteria","Elusimicrobiota","Elusimicrobia","JACQJP01","JACQJP01"
"56486","JACQJR01","FALSE","Bacteria","Patescibacteriota","Microgenomatia","GWA2-44-7","JACQJR01"
"56487","JACQJU01","FALSE","Bacteria","Patescibacteriota","Microgenomatia","2-02-FULL-39-11","JACQJU01"
"56488","JACQKK01","FALSE","Bacteria","SAR324","SAR324","JACQKK01","DATFMP01"
"56490","JACQKK01","FALSE","Bacteria","SAR324","SAR324","JACQKK01","JACQHH01"
"56491","JACQKK01","FALSE","Bacteria","SAR324","SAR324","JACQKK01","JACQKK01"
"56492","JACQKK01","FALSE","Bacteria","SAR324","SAR324","JACQKK01","JACZSY01"
"56493","JACQKK01","FALSE","Bacteria","SAR324","SAR324","JACQKK01","JACZVE01"
"56494","JACQKK01","FALSE","Bacteria","SAR324","SAR324","JACQKK01","JAOUPZ01"
"56495","JACQKK01","FALSE","Bacteria","SAR324","SAR324","JACQKK01","JAPUIH01"
"56496","JACQKK01","FALSE","Bacteria","SAR324","SAR324","JACQKK01","JBGPEV01"
"56498","JACQLA01","FALSE","Bacteria","Patescibacteriota","Microgenomatia","JACQLA01","JACQLA01"
"56499","JACQLI01","FALSE","Bacteria","Omnitrophota","Omnitrophia","Omnitrophales","JACPCP01"
"56500","JACQLI01","FALSE","Bacteria","Omnitrophota","Omnitrophia","Omnitrophales","JACQLI01"
"56501","JACQLN01","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","JACQLN01","JACQLN01"
"56507","JACQLU01","FALSE","Bacteria","Patescibacteriota","JACQLU01","JACQLU01","JACQLU01"
"56508","JACQNP01","FALSE","Bacteria","Patescibacteriota","Saccharimonadia","Saccharimonadales","JAGQNP01"
"56511","JACQOE01","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","JACQOE01","JACQOE01"
"56512","JACQON01","FALSE","Bacteria","Chloroflexota","Dehalococcoidia","Dehalococcoidales","JACQON01"
"56513","JACQOS01","FALSE","Bacteria","Chloroflexota","Dehalococcoidia","JACQOS01","JACQOS01"
"56514","JACQOV01","FALSE","Bacteria","JACQOV01","JACQOV01","JACQOV01","JACQOV01"
"56515","JACQPE01","FALSE","Bacteria","Elusimicrobiota","Elusimicrobia","JACQPE01","JACPAN01"
"56516","JACQPE01","FALSE","Bacteria","Elusimicrobiota","Elusimicrobia","JACQPE01","JACQJO01"
"56517","JACQPE01","FALSE","Bacteria","Elusimicrobiota","Elusimicrobia","JACQPE01","JACQPE01"
"56518","JACQPE01","FALSE","Bacteria","Elusimicrobiota","Elusimicrobia","JACQPE01","JACQWW01"
"56519","JACQPE01","FALSE","Bacteria","Elusimicrobiota","Elusimicrobia","JACQPE01","JBBTGF01"
"56520","JACQPE01","FALSE","Bacteria","Elusimicrobiota","Elusimicrobia","JACQPE01","JBBTIS01"
"56521","JACQPQ01","FALSE","Bacteria","Pseudomonadota","Gammaproteobacteria","JACQPQ01","JACQPQ01"
"56522","JACQQS01","FALSE","Bacteria","Omnitrophota","Omnitrophia","Omnitrophales","JACQQS01"
"56523","JACQQV01","FALSE","Bacteria","Omnitrophota","Koll11","JACQQV01","CAMTXH01"
"56524","JACQQV01","FALSE","Bacteria","Omnitrophota","Koll11","JACQQV01","JACQQV01"
"56525","JACQQZ01","FALSE","Bacteria","Omnitrophota","Koll11","1-14-0-20-64-10","JACQQZ01"
"56526","JACQQZ01","FALSE","Bacteria","Omnitrophota","Koll11","1-14-0-20-64-10","JACQRF01"
"56527","JACQRC01","FALSE","Bacteria","Omnitrophota","Koll11","Aquiviventales","JACQRC01"
"56528","JACQRN01","FALSE","Bacteria","Planctomycetota","SBBH01","SBBH01","JACQRN01"
"56529","JACQRZ01","FALSE","Bacteria","Patescibacteriota","Patescibacteriia","JACQRZ01","JACPMJ01"
"56530","JACQRZ01","FALSE","Bacteria","Patescibacteriota","Patescibacteriia","JACQRZ01","JACQRZ01"
"56531","JACQRZ01","FALSE","Bacteria","Patescibacteriota","Patescibacteriia","JACQRZ01","JACQSA01"
"56532","JACQRZ01","FALSE","Bacteria","Patescibacteriota","Patescibacteriia","JACQRZ01","JACQSB01"
"56534","JACQRZ01","FALSE","Bacteria","Patescibacteriota","Patescibacteriia","JACQRZ01","JACQSC01"
"56535","JACQRZ01","FALSE","Bacteria","Patescibacteriota","Patescibacteriia","JACQRZ01","JACQWH01"
"56536","JACQRZ01","FALSE","Bacteria","Patescibacteriota","Patescibacteriia","JACQRZ01","JAHFHK01"
